age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
25.0;services;married;high.school;no;no;no;cellular;jul;tue;329;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
30.0;blue-collar;married;basic.9y;no;yes;no;telephone;apr;thu;426;3;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;yes
34.0;admin.;single;university.degree;no;yes;no;telephone;aug;tue;205;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8590000000000001;5076.2;yes
33.0;admin.;single;university.degree;no;yes;no;cellular;apr;thu;305;3;999;0;nonexistent;-1.8;93.749;-34.6;0.659;5008.7;yes
;student;single;basic.9y;no;no;no;cellular;aug;mon;96;1;3;1;success;-2.9;92.20100000000001;-31.4;0.884;5076.2;no
59.0;housemaid;married;basic.4y;no;yes;no;cellular;oct;tue;518;2;6;1;success;-3.4;92.431;-26.9;0.737;5017.5;yes
48.0;admin.;married;high.school;no;yes;no;telephone;jun;mon;54;1;999;0;nonexistent;-1.7;94.055;-39.8;0.711;4991.6;no
57.0;retired;divorced;basic.4y;unknown;no;no;cellular;jul;fri;655;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;yes
28.0;services;married;high.school;no;yes;no;telephone;may;mon;81;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
29.0;blue-collar;married;basic.9y;no;yes;yes;cellular;may;thu;419;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.266;5099.1;no
29.0;admin.;married;high.school;no;yes;no;telephone;may;mon;27;10;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;no
37.0;admin.;single;high.school;no;yes;no;cellular;jul;tue;234;5;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
52.0;admin.;single;unknown;unknown;no;no;cellular;may;wed;321;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;no
31.0;admin.;divorced;university.degree;no;no;no;cellular;may;tue;290;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;no
32.0;technician;single;high.school;no;yes;yes;telephone;may;mon;123;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
39.0;entrepreneur;married;basic.6y;no;yes;no;cellular;sep;tue;531;2;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.8190000000000001;5017.5;yes
40.0;admin.;married;professional.course;unknown;yes;no;telephone;may;tue;81;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
38.0;technician;married;university.degree;no;no;no;cellular;mar;tue;261;1;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.6869999999999998;5099.1;yes
37.0;admin.;married;high.school;no;no;yes;cellular;may;thu;198;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;no
38.0;blue-collar;divorced;basic.9y;no;no;no;cellular;jul;fri;764;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes
32.0;student;single;university.degree;no;yes;no;cellular;nov;tue;203;2;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
34.0;admin.;single;university.degree;no;no;no;cellular;jul;tue;182;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
72.0;retired;married;basic.6y;no;yes;no;cellular;jul;wed;143;1;999;0;nonexistent;-1.7;94.215;-40.3;0.8809999999999999;4991.6;yes
34.0;admin.;single;university.degree;no;no;yes;telephone;may;tue;262;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
34.0;admin.;single;high.school;no;yes;no;cellular;may;fri;655;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;yes
29.0;technician;single;professional.course;no;no;no;cellular;nov;fri;530;1;999;1;failure;-0.1;93.2;-42.0;4.021;5195.8;yes
36.0;blue-collar;married;basic.9y;no;yes;no;cellular;apr;thu;490;3;999;2;failure;-1.8;93.075;-47.1;1.435;5099.1;yes
28.0;management;single;university.degree;no;yes;no;cellular;may;tue;245;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;no
25.0;admin.;;high.school;no;no;no;cellular;may;fri;682;3;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;yes
56.0;admin.;married;university.degree;no;yes;no;cellular;sep;thu;169;2;3;2;success;-3.4;92.37899999999999;-29.8;0.778;5017.5;yes
30.0;blue-collar;single;basic.9y;no;yes;no;cellular;jul;thu;262;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
41.0;admin.;married;university.degree;no;yes;no;cellular;nov;fri;252;4;999;0;nonexistent;-1.1;94.76700000000001;-50.8;1.04;4963.6;yes
41.0;housemaid;married;university.degree;unknown;no;no;telephone;may;fri;104;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no
33.0;self-employed;single;university.degree;no;unknown;unknown;telephone;jun;fri;38;5;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
54.0;admin.;married;basic.4y;unknown;unknown;unknown;telephone;may;fri;296;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
42.0;technician;single;unknown;no;no;no;telephone;may;tue;162;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
36.0;admin.;divorced;university.degree;no;yes;no;cellular;aug;mon;146;2;999;2;failure;-2.9;92.20100000000001;-31.4;0.884;5076.2;yes
48.0;services;married;high.school;no;yes;no;cellular;may;mon;173;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;no
29.0;services;single;basic.9y;no;yes;no;cellular;may;fri;79;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.25;5099.1;no
31.0;entrepreneur;married;university.degree;no;yes;no;telephone;jun;thu;130;2;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;no
29.0;technician;single;professional.course;no;no;yes;cellular;jul;tue;178;2;15;2;failure;-1.7;94.215;-40.3;0.8759999999999999;4991.6;yes
36.0;services;married;high.school;no;no;no;telephone;jul;wed;276;2;999;0;nonexistent;-1.7;94.215;-40.3;0.802;4991.6;yes
29.0;management;single;university.degree;no;yes;no;cellular;aug;tue;139;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
31.0;blue-collar;single;basic.9y;unknown;no;yes;telephone;jun;fri;70;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
29.0;blue-collar;single;professional.course;no;no;no;cellular;jul;thu;43;8;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no
39.0;admin.;married;high.school;no;no;no;cellular;may;mon;1063;5;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.354;5099.1;yes
44.0;blue-collar;married;basic.9y;unknown;yes;no;telephone;jun;mon;147;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
25.0;services;single;unknown;no;yes;no;cellular;jun;tue;318;1;999;0;nonexistent;-1.7;94.055;-39.8;0.7020000000000001;4991.6;yes
54.0;technician;married;professional.course;unknown;yes;no;cellular;aug;tue;687;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;yes
33.0;entrepreneur;married;university.degree;no;yes;no;telephone;jul;mon;35;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
40.0;technician;single;university.degree;no;yes;no;telephone;aug;wed;554;5;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
43.0;blue-collar;married;basic.4y;unknown;no;no;telephone;may;wed;296;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
33.0;services;married;high.school;no;yes;no;cellular;oct;thu;313;3;999;0;nonexistent;-3.4;92.431;-26.9;0.733;5017.5;yes
32.0;admin.;married;professional.course;no;yes;no;cellular;oct;tue;435;1;999;0;nonexistent;-3.4;92.431;-26.9;0.742;5017.5;yes
55.0;services;single;high.school;no;no;yes;cellular;may;wed;107;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;no
31.0;admin.;single;high.school;no;no;no;cellular;nov;fri;122;4;999;3;failure;-3.4;92.649;-30.1;0.7140000000000001;5017.5;no
35.0;unknown;single;basic.4y;unknown;no;no;telephone;may;thu;82;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
;admin.;divorced;professional.course;no;yes;no;telephone;nov;tue;55;2;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
48.0;blue-collar;married;basic.9y;no;no;yes;cellular;aug;wed;76;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
25.0;technician;single;professional.course;no;yes;no;cellular;nov;wed;541;1;999;0;nonexistent;-3.4;92.649;-30.1;0.716;5017.5;yes
38.0;management;married;unknown;no;no;no;telephone;may;thu;25;5;999;1;failure;-1.8;92.89299999999999;-46.2;1.327;5099.1;no
57.0;admin.;married;university.degree;unknown;no;no;cellular;aug;wed;846;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
35.0;management;married;university.degree;no;yes;no;cellular;aug;thu;108;4;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
22.0;technician;single;professional.course;no;yes;no;cellular;dec;mon;1141;1;999;0;nonexistent;-3.0;92.713;-33.0;0.706;5023.5;yes
29.0;unemployed;single;basic.4y;no;no;yes;cellular;jun;wed;243;3;3;2;success;-2.9;92.963;-40.8;1.244;5076.2;yes
29.0;blue-collar;divorced;high.school;no;no;no;cellular;may;fri;760;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;yes
48.0;housemaid;married;professional.course;no;no;no;cellular;jul;wed;388;3;6;1;success;-1.7;94.215;-40.3;0.8959999999999999;4991.6;yes
23.0;blue-collar;single;high.school;no;yes;no;cellular;jul;wed;830;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;yes
51.0;technician;;university.degree;no;no;no;cellular;jun;fri;151;2;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2;no
51.0;self-employed;married;university.degree;unknown;no;no;cellular;nov;fri;46;4;999;1;failure;-0.1;93.2;-42.0;4.021;5195.8;no
50.0;admin.;married;high.school;no;no;no;telephone;jun;tue;442;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
51.0;admin.;married;high.school;no;yes;no;cellular;nov;tue;109;1;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
80.0;management;divorced;professional.course;unknown;yes;no;cellular;mar;tue;158;2;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.51;5099.1;yes
38.0;management;single;university.degree;no;no;no;telephone;jul;wed;284;8;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;no
58.0;services;married;basic.4y;no;no;no;telephone;may;fri;226;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
56.0;admin.;married;university.degree;no;no;no;cellular;nov;fri;808;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;yes
51.0;unemployed;married;basic.6y;no;no;no;cellular;jun;thu;280;2;999;1;failure;-2.9;92.963;-40.8;1.26;5076.2;yes
42.0;technician;married;high.school;no;yes;no;cellular;jul;wed;761;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
62.0;admin.;married;university.degree;no;yes;no;cellular;aug;fri;116;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8490000000000001;5076.2;yes
36.0;admin.;married;high.school;no;no;no;telephone;may;tue;1346;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes
29.0;technician;single;university.degree;no;no;no;telephone;may;wed;171;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
36.0;blue-collar;married;basic.4y;no;yes;yes;cellular;may;thu;558;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes
35.0;blue-collar;divorced;basic.9y;unknown;no;no;telephone;may;tue;521;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
27.0;services;single;high.school;no;unknown;unknown;cellular;jul;fri;179;1;999;1;failure;-1.7;94.215;-40.3;0.79;4991.6;yes
57.0;retired;married;professional.course;no;yes;no;cellular;jun;mon;166;2;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;yes
29.0;admin.;single;university.degree;no;yes;no;cellular;nov;fri;118;2;999;1;failure;-0.1;93.2;-42.0;4.021;5195.8;no
29.0;blue-collar;single;basic.6y;no;no;no;cellular;aug;fri;260;3;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8690000000000001;5076.2;yes
52.0;services;divorced;high.school;unknown;yes;yes;cellular;nov;mon;652;2;999;1;failure;-0.1;93.2;-42.0;4.191;5195.8;yes
46.0;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;fri;113;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;no
52.0;management;married;basic.6y;no;no;no;cellular;nov;mon;209;2;999;1;failure;-3.4;92.649;-30.1;0.722;5017.5;yes
28.0;admin.;single;university.degree;no;no;no;cellular;oct;mon;225;1;3;3;success;-1.1;94.601;-49.5;1.032;4963.6;yes
59.0;management;married;university.degree;no;no;no;telephone;may;mon;340;8;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.354;5099.1;yes
34.0;entrepreneur;single;university.degree;no;yes;no;cellular;may;tue;168;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;no
32.0;housemaid;single;basic.4y;no;no;no;telephone;may;thu;477;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no
27.0;admin.;single;professional.course;no;yes;no;cellular;jul;tue;1061;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
32.0;blue-collar;married;basic.6y;no;no;no;telephone;jun;fri;642;2;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;yes
36.0;management;married;university.degree;no;unknown;unknown;telephone;jun;mon;192;1;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;no
49.0;blue-collar;divorced;unknown;unknown;no;no;cellular;jul;wed;132;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;no
33.0;admin.;married;high.school;no;yes;no;cellular;sep;tue;212;1;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.8190000000000001;5017.5;yes
27.0;student;single;unknown;unknown;yes;no;cellular;apr;thu;35;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;no
53.0;blue-collar;married;basic.4y;unknown;no;no;cellular;aug;fri;523;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
36.0;blue-collar;single;high.school;no;no;yes;telephone;may;fri;154;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
50.0;management;married;university.degree;unknown;yes;no;cellular;aug;mon;699;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
64.0;management;;university.degree;no;no;no;cellular;jun;tue;205;1;999;0;nonexistent;-2.9;92.963;-40.8;1.099;5076.2;yes
26.0;blue-collar;single;basic.9y;no;no;no;cellular;apr;mon;586;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
40.0;admin.;married;university.degree;no;yes;no;cellular;jul;tue;243;1;999;0;nonexistent;-2.9;92.469;-33.6;1.044;5076.2;yes
36.0;admin.;single;university.degree;no;no;no;cellular;may;fri;146;3;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no
56.0;admin.;single;basic.9y;no;yes;no;telephone;jun;wed;341;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
46.0;blue-collar;married;basic.4y;no;no;no;cellular;may;thu;154;2;12;1;success;-1.8;92.89299999999999;-46.2;1.266;5099.1;no
20.0;student;single;basic.9y;no;yes;no;cellular;mar;thu;267;2;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.538;5099.1;no
30.0;admin.;married;high.school;no;no;yes;cellular;may;tue;838;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;yes
63.0;retired;married;university.degree;no;no;no;telephone;aug;tue;280;3;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8590000000000001;5076.2;no
31.0;management;married;university.degree;no;yes;no;cellular;may;fri;144;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no
34.0;admin.;married;high.school;no;no;no;cellular;nov;thu;1598;4;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;yes
38.0;technician;single;professional.course;no;yes;no;cellular;may;mon;428;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;no
31.0;services;single;high.school;no;no;no;cellular;may;fri;293;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2590000000000001;5099.1;yes
38.0;technician;married;basic.6y;unknown;no;no;telephone;may;fri;785;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
46.0;housemaid;married;basic.4y;unknown;no;no;telephone;may;wed;183;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
37.0;blue-collar;divorced;basic.9y;unknown;no;no;telephone;may;mon;405;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
55.0;blue-collar;married;basic.4y;unknown;no;no;telephone;jul;thu;385;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.966;5228.1;no
66.0;technician;married;professional.course;no;yes;no;telephone;aug;wed;150;2;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.879;5076.2;no
29.0;admin.;single;university.degree;no;no;no;telephone;jun;tue;71;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
31.0;admin.;married;university.degree;no;yes;no;cellular;sep;thu;193;1;999;0;nonexistent;-1.1;94.199;-37.5;0.879;4963.6;yes
31.0;self-employed;married;university.degree;no;yes;no;cellular;jun;fri;207;1;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2;yes
70.0;retired;divorced;university.degree;no;yes;no;cellular;sep;fri;692;1;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.741;5017.5;yes
48.0;admin.;divorced;university.degree;no;no;no;cellular;aug;thu;172;3;3;6;success;-1.7;94.027;-38.3;0.904;4991.6;yes
34.0;technician;single;professional.course;no;yes;no;cellular;jul;wed;1078;8;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
50.0;blue-collar;married;basic.4y;unknown;no;no;cellular;may;thu;857;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;no
55.0;blue-collar;married;basic.4y;unknown;yes;no;telephone;jun;fri;585;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;yes
34.0;admin.;married;university.degree;unknown;no;no;cellular;aug;tue;146;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
39.0;blue-collar;married;high.school;no;yes;no;cellular;jul;mon;84;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
45.0;services;divorced;unknown;no;yes;no;telephone;may;tue;1063;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
28.0;unknown;single;unknown;unknown;yes;yes;telephone;may;tue;1201;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
61.0;admin.;married;high.school;no;yes;no;cellular;apr;tue;196;1;999;1;failure;-1.8;93.749;-34.6;0.638;5008.7;yes
46.0;unemployed;married;basic.9y;no;yes;yes;cellular;jun;tue;1210;4;999;1;failure;-2.9;92.963;-40.8;1.262;5076.2;yes
37.0;admin.;married;high.school;no;yes;no;telephone;may;mon;166;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
32.0;unemployed;married;university.degree;no;no;no;cellular;aug;thu;72;2;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
41.0;admin.;single;university.degree;no;yes;yes;telephone;dec;thu;273;1;999;1;failure;-3.0;92.713;-33.0;0.7070000000000001;5023.5;no
53.0;services;married;high.school;no;yes;no;cellular;aug;wed;406;1;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;yes
36.0;admin.;single;university.degree;no;no;no;cellular;nov;wed;154;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no
41.0;admin.;divorced;university.degree;unknown;no;no;cellular;aug;thu;146;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
34.0;admin.;single;university.degree;no;yes;no;cellular;mar;tue;568;1;6;3;success;-1.8;93.369;-34.8;0.652;5008.7;yes
38.0;self-employed;married;professional.course;no;no;no;cellular;nov;tue;1788;2;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;yes
31.0;admin.;single;university.degree;no;yes;no;telephone;mar;tue;295;1;3;2;success;-1.8;93.369;-34.8;0.6459999999999999;5008.7;yes
62.0;retired;married;high.school;no;no;no;cellular;oct;wed;207;1;6;1;success;-3.4;92.431;-26.9;0.7240000000000001;5017.5;yes
36.0;entrepreneur;;university.degree;no;no;no;cellular;jul;wed;638;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes
46.0;technician;divorced;university.degree;unknown;no;no;cellular;aug;thu;16;18;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
51.0;self-employed;married;basic.4y;unknown;no;yes;telephone;may;wed;91;7;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no
40.0;housemaid;married;basic.6y;no;yes;no;telephone;jul;tue;225;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
27.0;blue-collar;single;basic.9y;unknown;yes;no;telephone;jul;wed;104;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
44.0;blue-collar;married;basic.9y;unknown;yes;no;cellular;jul;mon;574;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;yes
55.0;retired;married;professional.course;no;yes;no;telephone;jun;thu;147;1;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;no
57.0;blue-collar;married;basic.6y;unknown;yes;no;cellular;may;tue;168;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;no
58.0;blue-collar;married;high.school;no;yes;no;telephone;may;wed;836;12;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
53.0;technician;married;basic.9y;no;no;no;telephone;jun;mon;1049;6;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1;yes
57.0;self-employed;married;university.degree;unknown;no;no;cellular;jul;mon;83;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
41.0;admin.;married;basic.6y;no;no;no;telephone;may;fri;193;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
27.0;admin.;single;university.degree;no;yes;no;cellular;jul;thu;252;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
45.0;admin.;married;unknown;no;no;no;cellular;jun;fri;438;2;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2;yes
34.0;blue-collar;married;basic.9y;no;no;no;telephone;jun;mon;263;8;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;no
43.0;blue-collar;married;basic.9y;unknown;no;no;telephone;may;tue;550;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
37.0;services;married;high.school;unknown;yes;no;telephone;jun;tue;146;3;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no
36.0;technician;married;high.school;no;no;no;cellular;apr;mon;517;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
29.0;admin.;married;high.school;no;no;no;telephone;may;fri;206;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
37.0;services;married;high.school;no;no;no;telephone;jun;thu;201;1;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;no
29.0;technician;married;high.school;no;no;no;telephone;aug;mon;133;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
52.0;services;married;high.school;unknown;yes;no;telephone;may;mon;967;6;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;yes
53.0;admin.;married;university.degree;no;no;no;telephone;jun;mon;541;19;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;no
35.0;technician;single;professional.course;no;yes;no;cellular;jul;tue;360;1;11;2;success;-1.7;94.215;-40.3;0.835;4991.6;yes
39.0;housemaid;married;basic.4y;no;no;no;cellular;oct;fri;282;1;999;0;nonexistent;-1.1;94.601;-49.5;0.972;4963.6;no
29.0;services;single;unknown;no;yes;no;cellular;apr;thu;1241;5;999;0;nonexistent;-1.8;93.749;-34.6;0.659;5008.7;yes
33.0;management;married;university.degree;no;yes;no;telephone;mar;thu;181;1;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.757;5099.1;yes
26.0;student;single;high.school;no;yes;no;cellular;apr;thu;116;4;999;0;nonexistent;-1.8;93.075;-47.1;1.406;5099.1;yes
50.0;admin.;married;high.school;no;no;no;cellular;aug;mon;104;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
19.0;student;single;unknown;no;no;no;cellular;aug;tue;192;1;999;1;failure;-1.7;94.027;-38.3;0.904;4991.6;no
35.0;technician;married;high.school;no;no;no;telephone;aug;fri;243;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
44.0;management;married;university.degree;no;yes;no;cellular;nov;tue;170;2;999;1;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
56.0;self-employed;single;basic.9y;unknown;no;no;telephone;jun;thu;64;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
48.0;technician;married;university.degree;no;yes;no;cellular;aug;tue;64;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
40.0;self-employed;single;university.degree;no;yes;no;cellular;jul;wed;1065;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes
41.0;services;married;high.school;unknown;yes;yes;telephone;may;tue;41;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
37.0;technician;married;university.degree;no;no;no;cellular;may;tue;219;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;no
39.0;technician;married;high.school;unknown;no;no;cellular;jul;wed;781;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;yes
45.0;unemployed;married;basic.9y;no;no;no;cellular;jun;mon;232;2;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;yes
45.0;blue-collar;married;basic.6y;unknown;no;no;telephone;may;tue;858;6;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
41.0;self-employed;married;university.degree;no;yes;no;telephone;may;mon;796;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
24.0;student;single;professional.course;no;yes;no;cellular;apr;thu;413;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
52.0;admin.;divorced;university.degree;no;yes;no;telephone;may;wed;938;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
36.0;blue-collar;single;basic.6y;no;no;no;cellular;nov;tue;1556;4;999;0;nonexistent;-1.1;94.76700000000001;-50.8;1.046;4963.6;yes
53.0;unemployed;married;basic.9y;unknown;no;no;cellular;may;tue;205;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.291;5099.1;no
44.0;blue-collar;married;basic.6y;unknown;no;no;telephone;jul;thu;304;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no
